央视频道,#genre#
青海安多卫视,http://192.168.2.3:35555/1000000005000266001/ystenlive/index.m3u8
青海安多卫视,http://192.168.2.3:35555/5000000006000022124/bestzb/index.m3u8
青海卫视,http://192.168.2.3:35555/1000000002000013359/ystenlive/index.m3u8
青海卫视,http://192.168.2.3:35555/5000000006000040015/bestzb/index.m3u8
厦门卫视,http://192.168.2.3:35555/1000000005000266006/ystenlive/index.m3u8
山东教育卫视,http://192.168.2.3:35555/1000000002000004097/ystenlive/index.m3u8
山东教育卫视,http://192.168.2.3:35555/2000000003000000013/hnbblive/index.m3u8
山东卫视,http://192.168.2.3:35555/6000000001000004134/wasusyt/index.m3u8
山东卫视,http://192.168.2.3:35555/1000000001000016568/ystenlive/index.m3u8
山东卫视,http://192.168.2.3:35555/5000000004000020424/bestzb/index.m3u8
山东卫视,http://192.168.2.3:35555/1000000005000265019/ystenlive/index.m3u8
山东卫视,http://192.168.2.3:35555/5000000010000027763/bestzb/index.m3u8
山东卫视,http://192.168.2.3:35555/1000000001000012807/ystenlive/index.m3u8
山西卫视,http://192.168.2.3:35555/1000000002000021220/ystenlive/index.m3u8
山西卫视,http://192.168.2.3:35555/5000000006000040023/bestzb/index.m3u8
陕西农林卫视,http://192.168.2.3:35555/2000000003000000046/hnbblive/index.m3u8
陕西农林卫视,http://192.168.2.3:35555/1000000005000266003/ystenlive/index.m3u8
陕西卫视,http://192.168.2.3:35555/1000000002000007495/ystenlive/index.m3u8
陕西卫视,http://192.168.2.3:35555/5000000006000040017/bestzb/index.m3u8
上海ICS外语,http://192.168.2.3:35555/5000000010000030951/bestzb/index.m3u8
上海ICS外语,http://192.168.2.3:35555/2000000002000000001/hnbblive/index.m3u8
上海第一财经,http://192.168.2.3:35555/5000000010000027146/bestzb/index.m3u8
上海第一财经,http://192.168.2.3:35555/2000000002000000004/hnbblive/index.m3u8
上海东方财经,http://192.168.2.3:35555/5000000007000010003/bestzb/index.m3u8
上海东方财经,http://192.168.2.3:35555/2000000002000000090/hnbblive/index.m3u8
上海东方卫视,http://192.168.2.3:35555/5000000004000014098/bestzb/index.m3u8
上海东方卫视,http://192.168.2.3:35555/6000000001000003639/wasusyt/index.m3u8
上海东方卫视,http://192.168.2.3:35555/1000000001000005866/ystenlive/index.m3u8
上海东方卫视,http://192.168.2.3:35555/1000000005000265018/ystenlive/index.m3u8
上海东方卫视,http://192.168.2.3:35555/5000000010000032246/bestzb/index.m3u8
上海东方卫视,http://192.168.2.3:35555/1000000001000030202/ystenlive/index.m3u8
上海东方卫视,http://192.168.2.3:35555/2000000002000000056/hnbblive/index.m3u8
上海东方影视,http://192.168.2.3:35555/5000000010000032212/bestzb/index.m3u8
上海东方影视,http://192.168.2.3:35555/2000000002000000013/hnbblive/index.m3u8
上海都市,http://192.168.2.3:35555/5000000010000018926/bestzb/index.m3u8
上海都市,http://192.168.2.3:35555/2000000002000000012/hnbblive/index.m3u8
上海法治天地,http://192.168.2.3:35555/2000000002000000014/hnbblive/index.m3u8
上海哈哈炫动,http://192.168.2.3:35555/5000000011000031123/bestzb/index.m3u8
上海哈哈炫动,http://192.168.2.3:35555/5000000005000031641/bestzb/index.m3u8
上海哈哈炫动,http://192.168.2.3:35555/1000000002000000172/ystenlive/index.m3u8
上海纪实人文,http://192.168.2.3:35555/1000000001000016545/ystenlive/index.m3u8
上海纪实人文,http://192.168.2.3:35555/5000000004000010282/bestzb/index.m3u8
上海纪实人文,http://192.168.2.3:35555/1000000005000265021/ystenlive/index.m3u8
上海纪实人文,http://192.168.2.3:35555/5000000001000021713/bestzb/index.m3u8
上海纪实人文,http://192.168.2.3:35555/1000000001000010606/ystenlive/index.m3u8
上海五星体育,http://192.168.2.3:35555/5000000010000017540/bestzb/index.m3u8
上海五星体育,http://192.168.2.3:35555/2000000002000000007/hnbblive/index.m3u8
上海新闻综合,http://192.168.2.3:35555/5000000011000031110/bestzb/index.m3u8
上海新闻综合,http://192.168.2.3:35555/2000000002000000005/hnbblive/index.m3u8
深圳卫视,http://192.168.2.3:35555/5000000004000007410/bestzb/index.m3u8
深圳卫视,http://192.168.2.3:35555/6000000001000002116/wasusyt/index.m3u8
深圳卫视,http://192.168.2.3:35555/1000000001000009227/ystenlive/index.m3u8
深圳卫视,http://192.168.2.3:35555/1000000005000265028/ystenlive/index.m3u8
深圳卫视,http://192.168.2.3:35555/5000000010000024026/bestzb/index.m3u8
深圳卫视,http://192.168.2.3:35555/1000000001000011645/ystenlive/index.m3u8
四川康巴卫视,http://192.168.2.3:35555/1000000005000266002/ystenlive/index.m3u8
四川康巴卫视,http://192.168.2.3:35555/5000000003000001598/bestzb/index.m3u8
四川卫视,http://192.168.2.3:35555/5000000004000006119/bestzb/index.m3u8
四川卫视,http://192.168.2.3:35555/1000000002000016825/ystenlive/index.m3u8
探索纪录,http://192.168.2.3:35555/2000000004000000007/hnbblive/index.m3u8
探索纪录,http://192.168.2.3:35555/5359008697329269813/wasusyt/index.m3u8
天津卫视,http://192.168.2.3:35555/5000000004000006827/bestzb/index.m3u8
天津卫视,http://192.168.2.3:35555/6000000001000009186/wasusyt/index.m3u8
天津卫视,http://192.168.2.3:35555/1000000001000003475/ystenlive/index.m3u8
天津卫视,http://192.168.2.3:35555/1000000005000265026/ystenlive/index.m3u8
天津卫视,http://192.168.2.3:35555/5000000001000030788/bestzb/index.m3u8
天津卫视,http://192.168.2.3:35555/1000000001000000831/ystenlive/index.m3u8
西藏藏语卫视,http://192.168.2.3:35555/5000000002000021549/bestzb/index.m3u8
西藏卫视,http://192.168.2.3:35555/1000000002000015894/ystenlive/index.m3u8
新海南,http://192.168.2.3:35555/2000000003000000011/hnbblive/index.m3u8
新疆卫视,http://192.168.2.3:35555/1000000002000029441/ystenlive/index.m3u8
新疆卫视,http://192.168.2.3:35555/5000000006000040018/bestzb/index.m3u8
炫动3D,http://192.168.2.3:35555/2000000004000000012/hnbblive/index.m3u8
炫动3D,http://192.168.2.3:35555/6000000003000000558/wasusyt/index.m3u8
云南卫视,http://192.168.2.3:35555/5000000011000031120/bestzb/index.m3u8
云南卫视,http://192.168.2.3:35555/1000000002000024694/ystenlive/index.m3u8
云南卫视,http://192.168.2.3:35555/5000000006000040019/bestzb/index.m3u8
浙江教科影视,http://192.168.2.3:35555/2000000004000000001/hnbblive/index.m3u8
浙江卫视,http://192.168.2.3:35555/5000000004000007275/bestzb/index.m3u8
浙江卫视,http://192.168.2.3:35555/6000000001000032070/wasusyt/index.m3u8
浙江卫视,http://192.168.2.3:35555/1000000001000014260/ystenlive/index.m3u8
浙江卫视,http://192.168.2.3:35555/1000000005000265031/ystenlive/index.m3u8
浙江卫视,http://192.168.2.3:35555/5000000010000017320/bestzb/index.m3u8
浙江卫视,http://192.168.2.3:35555/1000000001000009806/ystenlive/index.m3u8
重庆卫视,http://192.168.2.3:35555/1000000001000001096/ystenlive/index.m3u8
重庆卫视,http://192.168.2.3:35555/5000000004000025797/bestzb/index.m3u8
重庆卫视,http://192.168.2.3:35555/1000000005000265017/ystenlive/index.m3u8
重庆卫视,http://192.168.2.3:35555/1000000002000018937/ystenlive/index.m3u8
中国教育1,http://192.168.2.3:35555/5000000002000002652/bestzb/index.m3u8
中国教育1,http://192.168.2.3:35555/1000000002000027253/ystenlive/index.m3u8
中国教育1,http://192.168.2.3:35555/6000000003000018981/wasusyt/index.m3u8
中国教育2,http://192.168.2.3:35555/2000000003000000047/hnbblive/index.m3u8
中国教育2,http://192.168.2.3:35555/1000000005000266004/ystenlive/index.m3u8
中国教育2,http://192.168.2.3:35555/5000000011000031201/bestzb/index.m3u8
中国教育4,http://192.168.2.3:35555/5000000011000031126/bestzb/index.m3u8
中国教育4,http://192.168.2.3:35555/1000000005000025333/ystenlive/index.m3u8
中国教育4,http://192.168.2.3:35555/5000000006000012123/bestzb/index.m3u8
中国教育4,http://192.168.2.3:35555/6000000005000042312/wasusyt/index.m3u8
中国天气,http://192.168.2.3:35555/5000000005000031974/bestzb/index.m3u8
中国天气,http://192.168.2.3:35555/2000000002000000057/hnbblive/index.m3u8
中华美食,http://192.168.2.3:35555/2000000003000000052/hnbblive/index.m3u8
中华美食,http://192.168.2.3:35555/1000000005000266015/ystenlive/index.m3u8
少儿动漫,http://192.168.2.3:35555/2000000004000000003/hnbblive/index.m3u8
少儿动漫,http://192.168.2.3:35555/8145334647720731271/wasusyt/index.m3u8
家庭理财频道,http://192.168.2.3:35555/5000000011000031210/bestzb/index.m3u8
家庭理财频道,http://192.168.2.3:35555/2000000002000000064/hnbblive/index.m3u8
江苏财富天下,http://192.168.2.3:35555/5000000011000031208/bestzb/index.m3u8
江苏财富天下,http://192.168.2.3:35555/2000000002000000069/hnbblive/index.m3u8
哒啵电竞,http://192.168.2.3:35555/2000000003000000066/hnbblive/index.m3u8
哒啵电竞,http://192.168.2.3:35555/1000000006000032327/ystenlive/index.m3u8
哒啵赛事,http://192.168.2.3:35555/2000000003000000004/hnbblive/index.m3u8
哒啵赛事,http://192.168.2.3:35555/2000000003000000039/hnbblive/index.m3u8
哒啵赛事,http://192.168.2.3:35555/2000000003000000040/hnbblive/index.m3u8
哒啵赛事,http://192.168.2.3:35555/1000000001000003775/ystenlive/index.m3u8
哒啵赛事,http://192.168.2.3:35555/1000000001000006906/ystenlive/index.m3u8
电子竞技,http://192.168.2.3:35555/2000000004000000015/hnbblive/index.m3u8
电子竞技,http://192.168.2.3:35555/6000000003000011654/wasusyt/index.m3u8
高清娱乐,http://192.168.2.3:35555/2000000004000000013/hnbblive/index.m3u8
高清娱乐,http://192.168.2.3:35555/6000000003000001569/wasusyt/index.m3u8
黑莓电影,http://192.168.2.3:35555/2000000003000000001/hnbblive/index.m3u8
黑莓电影,http://192.168.2.3:35555/1000000004000019624/ystenlive/index.m3u8
黑莓动画,http://192.168.2.3:35555/2000000003000000002/hnbblive/index.m3u8
黑莓动画,http://192.168.2.3:35555/1000000004000021734/ystenlive/index.m3u8
服务,http://192.168.2.3:35555/2000000004000000025/hnbblive/index.m3u8
精彩影视,http://192.168.2.3:35555/2000000004000000063/hnbblive/index.m3u8
精彩影视,http://192.168.2.3:35555/6000000006000320630/wasusyt/index.m3u8
聚鲨环球精选,http://192.168.2.3:35555/6000000004000014516/wasusyt/index.m3u8
漫游世界,http://192.168.2.3:35555/2000000004000000017/hnbblive/index.m3u8
漫游世界,http://192.168.2.3:35555/6000000003000028434/wasusyt/index.m3u8
CGTN,http://192.168.2.3:35555/7745129417417101820/hnbblive/index.m3u8
CGTN,http://192.168.2.3:35555/1000000002000009569/ystenlive/index.m3u8
CGTN阿拉伯语,http://192.168.2.3:35555/1000000006000280001/ystenlive/index.m3u8
CGTN俄语,http://192.168.2.3:35555/1000000006000280004/ystenlive/index.m3u8
CGTN法语,http://192.168.2.3:35555/1000000006000280003/ystenlive/index.m3u8
CGTN记录,http://192.168.2.3:35555/7114647837765104058/hnbblive/index.m3u8
CGTN西班牙语,http://192.168.2.3:35555/1000000006000280002/ystenlive/index.m3u8
NewTV频道,#genre#
NewTV爱情喜剧,http://192.168.2.3:35555/2000000003000000010/hnbblive/index.m3u8
NewTV超级电视剧,http://192.168.2.3:35555/1000000006000268003/ystenlive/index.m3u8
NewTV超级电视剧,http://192.168.2.3:35555/2000000003000000032/hnbblive/index.m3u8
NewTV超级电视剧,http://192.168.2.3:35555/1000000001000008139/ystenlive/index.m3u8
NewTV超级电视剧,http://192.168.2.3:35555/1000000004000024993/ystenlive/index.m3u8
NewTV超级电影,http://192.168.2.3:35555/1000000003000012426/ystenlive/index.m3u8
NewTV超级电影,http://192.168.2.3:35555/2000000003000000031/hnbblive/index.m3u8
NewTV超级电影,http://192.168.2.3:35555/1000000001000012884/ystenlive/index.m3u8
NewTV超级电影,http://192.168.2.3:35555/1000000004000002120/ystenlive/index.m3u8
NewTV超级体育,http://192.168.2.3:35555/1000000001000009601/ystenlive/index.m3u8
NewTV超级体育,http://192.168.2.3:35555/2000000003000000030/hnbblive/index.m3u8
NewTV超级体育,http://192.168.2.3:35555/1000000001000009204/ystenlive/index.m3u8
NewTV超级体育,http://192.168.2.3:35555/1000000004000007755/ystenlive/index.m3u8
NewTV超级综艺,http://192.168.2.3:35555/1000000006000268002/ystenlive/index.m3u8
NewTV超级综艺,http://192.168.2.3:35555/2000000003000000029/hnbblive/index.m3u8
NewTV超级综艺,http://192.168.2.3:35555/1000000001000025771/ystenlive/index.m3u8
NewTV超级综艺,http://192.168.2.3:35555/1000000004000023658/ystenlive/index.m3u8
NewTV潮妈辣婆,http://192.168.2.3:35555/2000000003000000018/hnbblive/index.m3u8
NewTV东北剧场,http://192.168.2.3:35555/1000000005000266013/ystenlive/index.m3u8
NewTV东北热剧,http://192.168.2.3:35555/2000000003000000051/hnbblive/index.m3u8
NewTV动作电影,http://192.168.2.3:35555/2000000003000000017/hnbblive/index.m3u8
NewTV动作电影,http://192.168.2.3:35555/1000000004000018653/ystenlive/index.m3u8
NewTV古装剧场,http://192.168.2.3:35555/2000000003000000024/hnbblive/index.m3u8
NewTV欢乐剧场,http://192.168.2.3:35555/2000000003000000050/hnbblive/index.m3u8
NewTV欢乐剧场,http://192.168.2.3:35555/1000000005000266012/ystenlive/index.m3u8
NewTV家庭剧场,http://192.168.2.3:35555/2000000003000000012/hnbblive/index.m3u8
NewTV家庭剧场,http://192.168.2.3:35555/1000000004000008284/ystenlive/index.m3u8
NewTV金牌综艺,http://192.168.2.3:35555/2000000003000000005/hnbblive/index.m3u8
NewTV金牌综艺,http://192.168.2.3:35555/1000000004000026167/ystenlive/index.m3u8
NewTV惊悚悬疑,http://192.168.2.3:35555/2000000003000000015/hnbblive/index.m3u8
NewTV惊悚悬疑,http://192.168.2.3:35555/1000000004000024282/ystenlive/index.m3u8
NewTV精品大剧,http://192.168.2.3:35555/2000000003000000020/hnbblive/index.m3u8
NewTV精品大剧,http://192.168.2.3:35555/1000000004000013968/ystenlive/index.m3u8
NewTV精品纪录,http://192.168.2.3:35555/1000000004000013730/ystenlive/index.m3u8
NewTV精品记录,http://192.168.2.3:35555/2000000003000000019/hnbblive/index.m3u8
NewTV精品萌宠,http://192.168.2.3:35555/2000000003000000067/hnbblive/index.m3u8
NewTV精品萌宠,http://192.168.2.3:35555/1000000006000032328/ystenlive/index.m3u8
NewTV精品体育,http://192.168.2.3:35555/2000000003000000021/hnbblive/index.m3u8
NewTV精品体育,http://192.168.2.3:35555/1000000004000014634/ystenlive/index.m3u8
NewTV精品综合,http://192.168.2.3:35555/2000000003000000008/hnbblive/index.m3u8
NewTV精品综合,http://192.168.2.3:35555/1000000004000019008/ystenlive/index.m3u8
NewTV军旅剧场,http://192.168.2.3:35555/2000000003000000014/hnbblive/index.m3u8
NewTV军事评论,http://192.168.2.3:35555/2000000003000000022/hnbblive/index.m3u8
NewTV魅力潇湘,http://192.168.2.3:35555/2000000003000000041/hnbblive/index.m3u8
NewTV魅力潇湘,http://192.168.2.3:35555/1000000001000006197/ystenlive/index.m3u8
NewTV魅力潇湘,http://192.168.2.3:35555/1000000005000266014/ystenlive/index.m3u8
NewTV明星大片,http://192.168.2.3:35555/2000000003000000016/hnbblive/index.m3u8
NewTV农业致富,http://192.168.2.3:35555/2000000003000000003/hnbblive/index.m3u8
NewTV武博世界,http://192.168.2.3:35555/2000000003000000007/hnbblive/index.m3u8
NewTV炫舞未来,http://192.168.2.3:35555/2000000003000000044/hnbblive/index.m3u8
NewTV炫舞未来,http://192.168.2.3:35555/1000000001000000515/ystenlive/index.m3u8
NewTV怡伴健康,http://192.168.2.3:35555/2000000003000000023/hnbblive/index.m3u8
NewTV怡伴健康,http://192.168.2.3:35555/1000000005000266011/ystenlive/index.m3u8
NewTV中国功夫,http://192.168.2.3:35555/2000000003000000009/hnbblive/index.m3u8
SiTV频道,#genre#
SiTV动漫秀场,http://192.168.2.3:35555/5000000011000031113/bestzb/index.m3u8
SiTV动漫秀场,http://192.168.2.3:35555/5000000002000023636/bestzb/index.m3u8
SiTV动漫秀场,http://192.168.2.3:35555/2000000002000000009/hnbblive/index.m3u8
SiTV都市剧场,http://192.168.2.3:35555/5000000011000031111/bestzb/index.m3u8
SiTV都市剧场,http://192.168.2.3:35555/5000000002000004412/bestzb/index.m3u8
SiTV都市剧场,http://192.168.2.3:35555/2000000002000000015/hnbblive/index.m3u8
SiTV法治天地,http://192.168.2.3:35555/9001547084732463424/bestzb/index.m3u8
SiTV欢笑剧场,http://192.168.2.3:35555/5000000002000009455/bestzb/index.m3u8
SiTV欢笑剧场,http://192.168.2.3:35555/2000000002000000016/hnbblive/index.m3u8
SiTV金色学堂,http://192.168.2.3:35555/5000000010000026105/bestzb/index.m3u8
SiTV金色学堂,http://192.168.2.3:35555/2000000002000000061/hnbblive/index.m3u8
SiTV劲爆体育,http://192.168.2.3:35555/5000000002000029972/bestzb/index.m3u8
SiTV劲爆体育,http://192.168.2.3:35555/2000000002000000008/hnbblive/index.m3u8
SiTV乐游,http://192.168.2.3:35555/5000000011000031112/bestzb/index.m3u8
SiTV乐游,http://192.168.2.3:35555/2000000002000000092/hnbblive/index.m3u8
SiTV乐游,http://192.168.2.3:35555/5000000006000040025/bestzb/index.m3u8
SiTV乐游,http://192.168.2.3:35555/2000000002000000059/hnbblive/index.m3u8
SiTV魅力足球,http://192.168.2.3:35555/5000000011000031207/bestzb/index.m3u8
SiTV魅力足球,http://192.168.2.3:35555/2000000002000000068/hnbblive/index.m3u8
SiTV七彩戏剧,http://192.168.2.3:35555/5000000011000031116/bestzb/index.m3u8
SiTV七彩戏剧,http://192.168.2.3:35555/2000000002000000010/hnbblive/index.m3u8
SiTV生活时尚,http://192.168.2.3:35555/5000000002000019634/bestzb/index.m3u8
SiTV生活时尚,http://192.168.2.3:35555/2000000002000000006/hnbblive/index.m3u8
SiTV游戏风云,http://192.168.2.3:35555/5000000011000031114/bestzb/index.m3u8
SiTV游戏风云,http://192.168.2.3:35555/5000000002000027005/bestzb/index.m3u8
SiTV游戏风云,http://192.168.2.3:35555/2000000002000000011/hnbblive/index.m3u8
iHOT频道,#genre#
爱谍战,http://192.168.2.3:35555/6000000006000070630/wasusyt/index.m3u8
爱谍战,http://192.168.2.3:35555/2000000004000000038/hnbblive/index.m3u8
爱动漫,http://192.168.2.3:35555/6000000006000280630/wasusyt/index.m3u8
爱动漫,http://192.168.2.3:35555/2000000004000000059/hnbblive/index.m3u8
爱都市,http://192.168.2.3:35555/6000000006000080630/wasusyt/index.m3u8
爱怀旧,http://192.168.2.3:35555/6000000006000260630/wasusyt/index.m3u8
爱经典,http://192.168.2.3:35555/6000000006000060630/wasusyt/index.m3u8
爱科幻,http://192.168.2.3:35555/6000000006000020630/wasusyt/index.m3u8
爱科幻,http://192.168.2.3:35555/2000000004000000033/hnbblive/index.m3u8
爱科学,http://192.168.2.3:35555/6000000006000160630/wasusyt/index.m3u8
爱科学,http://192.168.2.3:35555/2000000004000000047/hnbblive/index.m3u8
爱浪漫,http://192.168.2.3:35555/6000000006000040630/wasusyt/index.m3u8
爱浪漫,http://192.168.2.3:35555/2000000004000000035/hnbblive/index.m3u8
爱历史,http://192.168.2.3:35555/6000000006000150630/wasusyt/index.m3u8
爱历史,http://192.168.2.3:35555/2000000004000000046/hnbblive/index.m3u8
爱旅行,http://192.168.2.3:35555/6000000006000250630/wasusyt/index.m3u8
爱旅行,http://192.168.2.3:35555/2000000004000000056/hnbblive/index.m3u8
爱奇谈,http://192.168.2.3:35555/6000000006000270630/wasusyt/index.m3u8
爱奇谈,http://192.168.2.3:35555/2000000004000000058/hnbblive/index.m3u8
爱青春,http://192.168.2.3:35555/6000000006000100630/wasusyt/index.m3u8
爱赛车,http://192.168.2.3:35555/6000000006000240630/wasusyt/index.m3u8
爱赛车,http://192.168.2.3:35555/2000000004000000055/hnbblive/index.m3u8
爱体育,http://192.168.2.3:35555/6000000006000290630/wasusyt/index.m3u8
爱体育,http://192.168.2.3:35555/2000000004000000060/hnbblive/index.m3u8
爱玩具,http://192.168.2.3:35555/6000000006000220630/wasusyt/index.m3u8
爱玩具,http://192.168.2.3:35555/2000000004000000053/hnbblive/index.m3u8
爱喜剧,http://192.168.2.3:35555/6000000006000010630/wasusyt/index.m3u8
爱喜剧,http://192.168.2.3:35555/2000000004000000032/hnbblive/index.m3u8
爱悬疑,http://192.168.2.3:35555/6000000006000050630/wasusyt/index.m3u8
爱悬疑,http://192.168.2.3:35555/2000000004000000036/hnbblive/index.m3u8
爱幼教,http://192.168.2.3:35555/6000000006000180630/wasusyt/index.m3u8
爱幼教,http://192.168.2.3:35555/2000000004000000049/hnbblive/index.m3u8
爱院线,http://192.168.2.3:35555/6000000006000030630/wasusyt/index.m3u8
爱院线,http://192.168.2.3:35555/2000000004000000034/hnbblive/index.m3u8
Hot风尚音乐,http://192.168.2.3:35555/2000000004000000004/hnbblive/index.m3u8
Hot风尚音乐,http://192.168.2.3:35555/5529729098703832176/wasusyt/index.m3u8
Hot精品剧场,http://192.168.2.3:35555/2000000004000000002/hnbblive/index.m3u8
Hot精品剧场,http://192.168.2.3:35555/8230197131234717902/wasusyt/index.m3u8
Hot欧美影院,http://192.168.2.3:35555/2000000004000000005/hnbblive/index.m3u8
Hot欧美影院,http://192.168.2.3:35555/7185203501769528108/wasusyt/index.m3u8
Hot亚洲影院,http://192.168.2.3:35555/2000000004000000006/hnbblive/index.m3u8
Hot亚洲影院,http://192.168.2.3:35555/5841816227539527643/wasusyt/index.m3u8
其他频道,#genre#
百事通1,http://192.168.2.3:35555/5000000001000001116/bestzb/index.m3u8
百事通1,http://192.168.2.3:35555/5000000001000002898/bestzb/index.m3u8
百事通1,http://192.168.2.3:35555/5000000001000004876/bestzb/index.m3u8
百事通1,http://192.168.2.3:35555/5000000001000004953/bestzb/index.m3u8
百事通1,http://192.168.2.3:35555/5000000001000006777/bestzb/index.m3u8
百事通1,http://192.168.2.3:35555/5000000001000017342/bestzb/index.m3u8
百事通1,http://192.168.2.3:35555/5000000001000018009/bestzb/index.m3u8
百事通1,http://192.168.2.3:35555/5000000001000019233/bestzb/index.m3u8
百事通1,http://192.168.2.3:35555/5000000001000022620/bestzb/index.m3u8
百事通1,http://192.168.2.3:35555/5000000001000023256/bestzb/index.m3u8
百事通1,http://192.168.2.3:35555/5000000001000026930/bestzb/index.m3u8
百事通2,http://192.168.2.3:35555/2000000002000000050/hnbblive/index.m3u8
百事通2,http://192.168.2.3:35555/2000000002000000052/hnbblive/index.m3u8
百事通2,http://192.168.2.3:35555/2000000002000000024/hnbblive/index.m3u8
百事通2,http://192.168.2.3:35555/2000000002000000025/hnbblive/index.m3u8
百事通2,http://192.168.2.3:35555/2000000002000000026/hnbblive/index.m3u8
百事通2,http://192.168.2.3:35555/2000000002000000027/hnbblive/index.m3u8
百事通2,http://192.168.2.3:35555/2000000002000000028/hnbblive/index.m3u8
百事通2,http://192.168.2.3:35555/2000000002000000029/hnbblive/index.m3u8
百事通2,http://192.168.2.3:35555/2000000002000000030/hnbblive/index.m3u8
百事通2,http://192.168.2.3:35555/2000000002000000049/hnbblive/index.m3u8
百事通2,http://192.168.2.3:35555/2000000002000000051/hnbblive/index.m3u8
咪咕全民热练1,http://192.168.2.3:35555/2000000003000000068/hnbblive/index.m3u8
咪咕全民热练2,http://192.168.2.3:35555/1000000006000270007/ystenlive/index.m3u8
咪咕视频1,http://192.168.2.3:35555/3000000020000011528/FifastbLive/index.m3u8
咪咕视频1,http://192.168.2.3:35555/3000000020000011529/FifastbLive/index.m3u8
咪咕视频1,http://192.168.2.3:35555/3000000020000011530/FifastbLive/index.m3u8
咪咕视频1,http://192.168.2.3:35555/3000000020000011531/FifastbLive/index.m3u8
咪咕视频3,http://192.168.2.3:35555/2000000003000000060/hnbblive/index.m3u8
咪咕视频3,http://192.168.2.3:35555/2000000003000000061/hnbblive/index.m3u8
咪咕视频3,http://192.168.2.3:35555/2000000003000000062/hnbblive/index.m3u8
咪咕视频3,http://192.168.2.3:35555/2000000003000000063/hnbblive/index.m3u8
咪咕视频3,http://192.168.2.3:35555/2000000003000000064/hnbblive/index.m3u8
咪咕视频3,http://192.168.2.3:35555/2000000003000000065/hnbblive/index.m3u8
咪咕视频3,http://192.168.2.3:35555/1000000006000270001/ystenlive/index.m3u8
咪咕视频3,http://192.168.2.3:35555/1000000006000270002/ystenlive/index.m3u8
咪咕视频3,http://192.168.2.3:35555/1000000006000270003/ystenlive/index.m3u8
咪咕视频3,http://192.168.2.3:35555/1000000006000270004/ystenlive/index.m3u8
咪咕视频3,http://192.168.2.3:35555/1000000006000270005/ystenlive/index.m3u8
咪咕视频3,http://192.168.2.3:35555/1000000006000270006/ystenlive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000000097/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000002019/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000002809/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000003915/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000004193/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000006077/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000006658/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000009788/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000010833/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000011297/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000011518/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000012558/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000012616/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000015470/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000015560/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000017678/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000019839/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000021904/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000023434/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000025380/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000027691/FifastbLive/index.m3u8
咪咕视频4,http://192.168.2.3:35555/3000000010000031669/FifastbLive/index.m3u8
求索动物,http://192.168.2.3:35555/6000000002000010046/wasusyt/index.m3u8
求索动物,http://192.168.2.3:35555/2000000004000000009/hnbblive/index.m3u8
求索纪录,http://192.168.2.3:35555/6000000002000032052/wasusyt/index.m3u8
求索纪录,http://192.168.2.3:35555/2000000004000000010/hnbblive/index.m3u8
求索科学,http://192.168.2.3:35555/6000000002000032344/wasusyt/index.m3u8
求索科学,http://192.168.2.3:35555/2000000004000000011/hnbblive/index.m3u8
求索生活,http://192.168.2.3:35555/6000000002000003382/wasusyt/index.m3u8
求索生活,http://192.168.2.3:35555/2000000004000000008/hnbblive/index.m3u8

湾湾直播YT,#genre#
中天新闻1台,http://127.0.0.1:35345/youtube/vr3XyVCR4T0?url=http://127.0.0.1:35345
中天新闻2台,http://127.0.0.1:35345/youtube/DM_PEM8GrIg?url=http://127.0.0.1:35345
TVBS NEWS,http://127.0.0.1:35345/youtube/m_dhMSvUCIc?url=http://127.0.0.1:35345
TVBS 選新闻1,http://127.0.0.1:35345/youtube/73h2HDxdMfw?url=http://127.0.0.1:35345
TVBS 選新闻2,http://127.0.0.1:35345/youtube/NcVEccx1DD8?url=http://127.0.0.1:35345
